skip_distance,o_foF2,time_start,time_end
1349.5,10.460000000000003,2017-08-21 17:36:00.022666,2017-08-21 17:36:00.022666
1394.6,10.490000000000002,2017-08-21 17:37:00.036094,2017-08-21 17:37:00.036094
1253.0,10.520000000000001,2017-08-21 17:38:00.048677,2017-08-21 17:38:00.048677
1170.0,10.460000000000003,2017-08-21 17:39:00.062315,2017-08-21 17:39:00.062315
993.8,10.400000000000002,2017-08-21 17:40:00.074490,2017-08-21 17:40:00.074490
898.2,10.520000000000001,2017-08-21 17:41:00.009910,2017-08-21 17:41:00.009910
989.5,10.46,2017-08-21 17:42:00.070947,2017-08-21 17:42:00.070947
1137.6,10.46,2017-08-21 17:43:00.026542,2017-08-21 17:43:00.026542
,10.520000000000001,2017-08-21 17:44:00.034225,2017-08-21 17:44:00.034225
722.6,10.490000000000002,2017-08-21 17:45:00.045616,2017-08-21 17:45:00.045616
563.7,10.520000000000001,2017-08-21 17:46:00.043722,2017-08-21 17:46:00.043722
572.8,10.490000000000002,2017-08-21 17:47:00.037570,2017-08-21 17:47:00.037570
205.1,10.460000000000003,2017-08-21 17:48:00.043154,2017-08-21 17:48:00.043154
66.9,10.46,2017-08-21 17:49:00.057352,2017-08-21 17:49:00.057352
715.3,10.460000000000003,2017-08-21 17:50:00.035873,2017-08-21 17:50:00.035873
418.1,10.460000000000003,2017-08-21 17:51:00.073649,2017-08-21 17:51:00.073649
423.1,10.460000000000003,2017-08-21 17:52:00.040516,2017-08-21 17:52:00.040516
1437.6,10.55,2017-08-21 17:53:00.022798,2017-08-21 17:53:00.022798
397.2,10.490000000000002,2017-08-21 17:54:00.063591,2017-08-21 17:54:00.063591
0.0,10.520000000000001,2017-08-21 17:55:00.023521,2017-08-21 17:55:00.023521
569.4,10.490000000000002,2017-08-21 17:56:00.022991,2017-08-21 17:56:00.022991
521.3,10.580000000000002,2017-08-21 17:57:00.046438,2017-08-21 17:57:00.046438
736.0,10.55,2017-08-21 17:58:00.064383,2017-08-21 17:58:00.064383
644.5,10.46,2017-08-21 17:59:00.047826,2017-08-21 17:59:00.047826
